taxon,rank,kingdom,phylum,class,order,family,genus,species,1.29.17.NEG_9.6.19,1.4.2018.NEG_9.6.19,1.5.18.NEG_9.6.19,1.5.18.NEG-1_8.19,1.5.18.NEG.2_8.19,1.5.18.NEG.dup1_9.6.19,11.30.17.NEG_8.19,5.2.18.NEG_9.6.19,5.7.18.NEG_9.6.19,5.16.17.NEG_9.6.19,EXTRACT.NEG_S200_9.6.19,INDEX.NEG.1_S216_8.19,INDEX.NEG.2_S220_8.19,NEG_11.17,1.7.18.NEG_8.19,1-4-2018-NEG_9.6.19,1-29-19-NEG_8.19,1-4-17-NEG_9.6.19,1-5-18-NEG-dup2_9.6.19,1-7-18-NEG-2_8.19,12-5-17-NEG_8.19,ACTR591_8.19,ACTR589_9.6.19,ACLE017_8.19,ACGU001A_9.6.19,ACGU002A_9.6.19,ACGU002A_9.6.19,ACTR080_8.19,ACNI003_9.6.19,ACTR590_9.6.19,ACTR076_9.6.19,ACTR078_9.6.19,ACLE012_9.6.19,ACLE013_9.6.19,ACTR077_9.6.19,ZEFL028B_9.6.19,ZEFL029B_9.6.19,ACNF017_9.6.19,ACNF018_9.6.19_dupACNF019_20,ACNF019_9.6.19_dupACNF018_20,ACNF020_9.6.19_dupACNF018_19,ACNF021_9.6.19,ACNF023_9.6.19,ACNF024_9.6.19,ACNF025_9.6.19,ACNF026_8.19,ACNF027_9.6.19_dupACNF028,ACNF028_8.19_dupACNF027,ACNF029_9.6.19_dupACNF030_31,ACNF030_9.6.19_dupACNF029_31,ACNF031_9.6.19_dupACNF029_30,ACNF032_9.6.19,ACNF033_9.6.19,ACNF034_8.19,ACNF035_9.6.19_dupACNF036,ACNF036_9.6.19_dupACNF035,ACNF037_9.6.19,ACNF038_9.6.19_dupACNF039,ACNF039_9.6.19_dupACNF038,ACNF041_9.6.19,ACNF042_9.6.19,ACNF043_8.19,ACNF044_8.19,ACNF045_9.6.19,ACNF046_8.19,ACNF047_9.6.19,ACNF048_9.6.19,ACNF049_9.6.19,ACNF050_9.6.19,ACNF051_9.6.19_dupACNF052,ACNF052_8.19_dupACNF051,ACNF053_8.19,ACNF054_9.6.19,ACNF055_8.19,ACNF055_9.6.19,ACNF055-dup_8.19,ACNF055-dup_9.6.19,ACNF056_8.19,ACNF057_9.6.19,ACNF058_9.6.19,ACNF059_9.6.19,ACNF060_8.19,ACNF061-1_9.6.19,ACNF061-2_9.6.19,ACNF062_9.6.19,ACNF063_8.19,ACNF065_9.6.19,ACNF066_8.19,ACNF067_9.6.19,ACNF068_9.6.19,ACNF081_9.6.19,ACNF081-dup_8.19,ACNF081-dup_9.6.19,ACNF082_9.6.19,ACNF083-1_9.6.19,ACNF083-2_9.6.19,ACNF084-1_9.6.19,ACNF084-2_9.6.19,ACNF085-1_9.6.19,ACNF085-2_9.6.19,ACNF086-1_9.6.19,ACNF086-2_9.6.19,ACNF087-1_9.6.19,ACNF087-2_9.6.19,ACNF088_9.6.19,ACNF088-dup_8.19,ACNF088-dup_9.6.19,ACNF089_9.6.19,ACNF090-1_9.6.19,ACNF090-2_9.6.19,ACNF099-1_9.6.19,ACNF099-2_9.6.19,ACNF116_9.6.19,ACNF117_9.6.19,ACNF118_9.6.19,ACNF119_9.6.19,ACLE014_9.6.19,ACLE011_9.6.19,ZEFL004_9.6.19,ZEFL028A_9.6.19,ACNF125_9.6.19,ACNI001-1_9.6.19,ACNI001-2_9.6.19,NALI004B_9.6.19,NALI004C_9.6.19,ACNI004_S120_9.6.19,ACNI005A_S84_9.6.19,ACNI005B_S64_9.6.19,ACNI006_S201_8.19,ACOL001_S203_8.19,ACTR010_S43_9.6.19,ACTR011_S75_9.6.19,ACTR014_S78_9.6.19,ACTR015_S68_9.6.19,ACTR025A_S180_8.19,ACTR029_S184_9.6.19_dupACTR030_31,ACTR030_S146_9.6.19_dupACTR029_31,ACTR030.dup_S147_9.6.19_dupACTR029_31,ACTR030.dup_S212_8.19_dupACTR029_31,ACTR031-1_S66_9.6.19_dupACTR029_30,ACTR031-2_S137_9.6.19_dupACTR029_30,ACTR031-dup_S67_9.6.19_dupACTR029_30,ACTR032.dup_S165_9.6.19_dupACTR033,ACTR033_S141_9.6.19_dupACTR032,ACTR033.dup_S142_9.6.19_dupACTR032,ACTR034_S59_9.6.19_dupACTR035_36,ACTR034.dup_S60_9.6.19_dupACTR035_36,ACTR035_S190_8.19_dupACTR034_36,ACTR035.dup_S191_8.19_dupACTR034_36,ACTR036-dup_S157_9.6.19_dupACTR034_35,ACTR037_S103_9.6.19_dupACTR038_39,ACTR038_S85_9.6.19_dupACTR037_39,ACTR039_S158_9.6.19_dupACTR037_38,ACTR040_S213_8.19_dupACTR041_42,ACTR041_S91_9.6.19_dupACTR040_42,ACTR043_S126_9.6.19_dupACTR44,ACTR044_S107_9.6.19_dupACTR43,ACTR045_S71_9.6.19_dupACTR046_47,ACTR046_S40_9.6.19_dupACTR045_47,ACTR047_S42_9.6.19_dupACTR045_46,ACTR048_S90_9.6.19_dupACTR049,ACTR049_S69_9.6.19_dupACTR048,ACTR050_S50_9.6.19_dupACTR051_52,ACTR051_S62_9.6.19_dupACTR050_52,ACTR052_S131_9.6.19_dupACTR050_51,ACTR053_S192_8.19_dupACTR054_55,ACTR054_S161_9.6.19_dupACTR053_55,ACTR055_S209_8.19_dupACTR053_54,ACTR056_S183_8.19_dupACTR057_58,ACTR057_S113_9.6.19_dupACTR056_58,ACTR058_S187_8.19_dupACTR056_57,ACTR059_S184_8.19_dupACTR060_61,ACTR060_S134_9.6.19_dupACTR059_61,ACTR061_S41_9.6.19_dupACTR059_60,ACTR062_S48_9.6.19,ACTR063_S49_9.6.19,ACTR064_S195_8.19,ACTR065_S207_8.19,ACTR066_S101_9.6.19,ACTR067_S23_9.6.19,ACTR068_S61_9.6.19,ACTR069_S102_9.6.19,ACTR070_S35_9.6.19,ACTR071_S121_9.6.19,ACTR072_S37_9.6.19,ACTR081_9.6.19,ACTR081-dup_S136_9.6.19,ACTR081-dup_S179_8.19,ACTR074_S182_8.19,ACTR082_9.6.19,ACTR082-2_S106_9.6.19,ACTR083_8.19,ACTR083-2_S208_8.19,ACTR083A_S185_9.6.19,ACTR083B_S163_9.6.19,ACTR084_S10_9.6.19,ACTR084_8.19,ACTR084-dup_S11_9.6.19,ACTR084-dup_S172_8.19,ACTR076_S92_9.6.19,ACTR085_9.6.19,ACTR086_9.6.19,ACTR087_9.6.19,ACLE002C_9.6.19,ACTR096_9.6.19,ACTR097_9.6.19,ACTR099_9.6.19,ACTR103_8.19,NALI005A_9.6.19,ACTR085-2_S139_9.6.19,NALI005B_9.6.19,ACTR086-dup_S174_8.19,ACTR086-dup_S77_9.6.19,ACNI002_9.6.19,ACTR087-2_S63_9.6.19,ACTR087B_S166_8.19,ACTR087B_S172_9.6.19,ACTR090_S189_9.6.19,ACTR595_9.6.19,ACTR596_9.6.19,ACTR597_9.6.19,ACTR098_S5_9.6.19,ACTR101_S31_9.6.19,ACTR102_S17_9.6.19,ACTR105A_S168_9.6.19,ACTR106_S170_9.6.19,ACTR107_S165_8.19,ACTR110_S162_9.6.19,CTST019_9.6.19,NALI006A_9.6.19,NALI006B_9.6.19,NALI006C_9.6.19,ACLE010A_9.6.19,ACTR139_S57_9.6.19,ACTR140_S130_9.6.19,ACTR141_S170_8.19,ACTR142_S204_8.19,ACTR143_S185_8.19,ACTR144_S202_8.19,ACTR145_S199_8.19,ACTR146_S182_9.6.19,ACLE003C_9.6.19,ACTR135_9.6.19,ACTR136_9.6.19,ACTR137_9.6.19,ACTR138_9.6.19,ACNF120_9.6.19,ACNF121_9.6.19,ACNF122_9.6.19,ACNF123_9.6.19,ACNF123_9.6.19,ACTR600_S236_8.19,ACTR601_S233_8.19,ACTR602_S202_9.6.19,ACTR605_S235_8.19,ACTR606_S21_9.6.19,ACTR607_S224_8.19,ACTR608_S231_8.19,ACTR610_S203_9.6.19,ACTR611_S52_9.6.19,ACTR612_S55_9.6.19,ACTR132_9.6.19,CTST020_S243_8.19,GU1B_11.17,GU2B_11.17,GU2C_11.17,LE10B_11.17,LE10C_15ul_11.17,LE1A_11.17,LE1B_15ul_11.17,LE3A_11.17,LE7A_11.17,LE7B_11.17,LE7C_11.17,NALI002A_S132_9.6.19,NALI002B_S45_9.6.19,ACTR091_9.6.19,ACTR092_9.6.19,ACTR094_9.6.19,ACTR095_9.6.19,NALI003B_9.6.19,NALI004A_9.6.19,ACTR073_9.6.19,ACTR074_9.6.19,ACTR074_9.6.19,ACTR075_9.6.19,ACTR075_9.6.19,NALI1A_11.17,NALI1B_11.17,NAUN1B_15ul_11.17,NAUN1C_11.17,NAUN1D_11.17,NAUN1E_11.17,NF40_11.17,NF69_11.17,NF70_11.17,NF71_11.17,NF72_11.17,NF73_11.17,NF74_11.17,NF75_11.17,NF76_11.17,NF77_11.17,NF78_11.17,NF79_11.17,NF80_11.17,NF91_15ul_11.17,NF92_15ul_11.17,NF93_11.17,NF94_15ul_11.17,NF95_15ul_11.17,NF96_15ul_11.17,NF97_15ul_11.17,ST10_11.17,ST12_11.17,ST13_11.17,ST14_11.17,ST15_11.17,ST16_11.17,ST17_11.17,TR116_11.17,TR117_11.17,TR118_11.17,TR119_11.17,TR120_11.17,TR121_11.17,TR122_11.17,TR123_11.17,TR124_11.17,TR125_11.17,TR127_11.17,TR128_11.17,TR129_11.17,TR130_11.17,TR131_11.17,TR133A_11.17,TR42_15ul_11.17_dupACTR040_41,TR84_25cyc_11.17,TR84_35cyc_11.17,TR85_15ul_11.17,TR85_25cyc_11.17,TR85_35cyc_11.17,TR86_15ul_11.17,TR86_25cyc_11.17,TR86_35cyc_11.17,ZE10_11.17,ZE11_11.17,ZE12_11.17,ZE13_11.17,ZE14_11.17,ZE15_11.17,ZE16_11.17,ZE17_15ul_11.17,ZE17_5ul_11.17,ZE18_11.17,ZE19_15ul_11.17,ZE19_5ul_11.17,ZE20_11.17,ZE21_15ul_11.17,ZE21_5ul_11.17,ZE22_15ul_11.17_dupZEFL023,ZE23_11.17_dupZEFL022,ZE26_11.17,ZE27_11.17,ZE3_11.17,ZE5_11.17,ZE6_11.17,ZE7_11.17,ZE8_11.17,ZE9_11.17,ACTR079_9.6.19,ACNF124_9.6.19,ACLE015_9.6.19,ACLE016_8.19,ACLE016_9.6.19
Corallinales,order,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinales,Corallinales,Corallinales,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,144,1058,0,599,375,57,0,493,0,894,1722,554,5643,2321,157,1169,6444,138,167,3008,209,89,1180,1002,453,716,1341,709,466,463,638,345,623,254,469,722,1684,508,367,475,360,470,128,480,218,369,62,227,245,3928,0,2929,0,0,629,289,20,46,91,55,245,115,58,76,412,105,31,0,1182,627,0,227,391,155,592,173,347,122,366,782,585,0,519,487,436,130,66,58,39,55,199,359,58,1784,1791,0,4350,37,42,54,127,714,849,730,1727,679,5,1654,813,1746,1406,1916,156,474,0,1928,0,1021,679,366,0,496,1555,1,0,1688,1414,1391,1563,1335,1028,733,773,731,870,1918,1765,879,1211,1859,1558,1130,2012,1329,2202,1356,1207,475,1545,1004,1977,579,1373,1363,325,903,1327,1737,791,1199,650,313,1959,0,2964,0,333,228,1173,1169,142,333,471,900,0,0,0,2171,611,48,93,109,2341,609,0,514,1899,163,1314,0,683,124,646,134,91,116,0,0,4056,1565,1823,178,116,368,423,35,777,752,3089,2272,853,842,353,369,226,1348,741,294,5,1446,412,362,194,646,292,345,1143,0,0,0,17,0,154,0,0,234,42,18,302,0,806,663,662,3619,823,392,667,677,204,27,30,127,328,2696,969,1439,917,299,425,5989,0,489,0,2,680,158,4,51,113,53,459,180,0,127,22,25,41,702,1896,114,1439,1260,678,708,166,1717,1932,151,176,536,199,27,1,25,35,60,0,3118,167,697,2955,2161,2776,180,176,2236,4341,2001,2317,3068,3202,459,395,745,587,1565,2524,1182,4484,805,692,1810,642,34,1119,335,432,184,542,1899,0,1,642,0,592,1121,0,569,351,691,1017,1179,1496,886,549,263,1226,457,296,673,2366,0
Gelidium pusillum,species,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,Gelidium pusillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelidium sp.,genus,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium sp.,Gelidium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelidiella sp. ,species,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiellaceae,Gelidiella,Gelidiella sp. ARS-2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulacanthus ustulatus,species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Caulacanthaceae,Caulacanthus,Caulacanthus ustulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,31,0,0,0,21,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,27,0,17,0,0,0,0,116,66,0,0,30,0,0,0,0,0,0,0,0
Gibsmithia hawaiiensis,species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Gibsmithia,Gibsmithia hawaiiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
Chondracanthus acicularis,species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,Chondracanthus acicularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,522,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,294,0,0,0,0,0,0,0,55,0,973,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,208,0,0,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigartinaceae,family,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Gigartinaceae,Gigartinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypnea nidifica,species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,Hypnea nidifica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,541,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypnea pannosa,species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,Hypnea pannosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
